79	172	61	540295	0
16	175	84	313247	0
53	178	53	341201	0
72	185	65	203833	0
15	189	57	1011764	0
25	177	77	513287	1
79	160	74	1334728	0
77	183	64	715939	0
42	162	50	233672	0
26	161	82	609425	0
60	160	88	950925	0
79	197	63	258159	0
61	170	60	376912	0
79	161	53	1277542	0
49	193	89	872444	1
20	182	65	110002	0
26	185	65	1326658	1
77	169	55	311904	0
72	191	56	612428	0
52	189	62	825876	0
31	164	78	435169	0
28	160	50	1100312	1
23	177	78	470247	1
34	189	57	760748	1
31	191	87	378734	1
44	175	65	1066454	1
33	188	84	1234834	1
41	162	84	1497931	0
51	182	57	600380	0
16	192	86	1417055	1
34	195	63	250785	1
17	194	86	446309	0
16	190	58	587446	0
50	169	87	366233	0
23	166	88	1234128	0
36	197	58	898212	1
17	169	83	428459	0
75	182	63	781717	0
78	162	59	456314	0
35	183	67	461307	1
80	191	68	1335751	1
74	190	76	121724	0
54	182	55	944490	0
55	193	87	207908	0
45	163	81	1435484	1
55	167	82	726116	0
71	187	79	922717	0
36	198	77	995800	1
16	164	53	151216	0
32	197	86	214765	1
40	188	70	937975	1
38	182	77	761503	1
28	163	89	723092	0
69	169	62	644906	0
43	181	72	778862	1
33	188	54	747061	1
52	199	74	1405285	1
74	196	56	1493065	1
64	191	50	1371450	1
57	194	88	839086	1
27	162	87	834703	0
63	185	73	1096665	1
72	169	89	810455	0
70	195	62	784346	0
62	176	50	491405	0
77	195	74	658003	1
47	161	78	1122217	0
60	200	90	1260856	1
71	191	54	924103	0
64	175	77	483133	0
37	163	83	626427	0
72	163	77	1351572	0
46	184	59	936628	1
68	183	78	1328978	1
36	167	67	511881	1
71	174	56	1311519	1
78	187	70	224744	0
63	187	85	364162	0
80	173	64	925230	0
73	168	52	239775	0
76	200	74	1209791	1
22	200	61	1295794	1
22	188	54	1027177	1
28	173	55	961200	1
69	167	58	715156	0
48	195	65	1258765	1
33	187	69	1262539	1
43	163	85	184589	0
72	175	65	1343344	1
80	193	61	495072	0
37	161	87	514027	0
29	169	76	603280	1
20	180	62	937887	1
40	174	76	1198798	1
21	200	53	884227	1
37	199	74	104080	0
43	163	64	984173	1
41	163	71	470815	0
31	184	83	745162	1
18	177	90	871335	0
44	188	64	1301855	1
49	196	58	1427901	1
41	200	57	1451405	1
59	196	68	1061606	1
21	174	85	685088	1
73	173	89	1317415	0
73	169	66	1254901	0
34	185	66	144062	1
72	188	86	199365	0
67	179	53	1484731	1
25	196	52	1331207	1
58	192	56	549993	0
59	163	66	1282391	0
52	182	78	772500	0
46	185	60	974880	1
15	170	78	423285	0
59	164	58	567667	0
80	197	72	1469522	1
23	194	54	975933	1
42	161	90	374898	0
28	180	82	1011986	1
16	172	77	946378	0
55	182	54	541217	0
30	192	64	146191	1
78	182	59	1209787	1
48	181	84	845840	1
50	183	63	1214577	1
52	191	90	680533	0
79	189	89	540927	0
39	165	84	1092716	0
66	160	64	1283154	0
37	174	55	904198	1
43	181	77	298448	1
47	189	82	1360178	1
18	191	77	789171	0
32	181	75	842580	1
34	189	90	1125935	1
24	200	73	1073310	1
21	178	55	424481	1
26	199	75	1366168	1
20	197	66	1298450	1
61	183	77	770447	0
22	165	64	1045124	1
22	190	83	280289	1
38	191	80	919169	1
18	169	63	1350594	0
18	190	57	1248975	0
68	170	84	411933	0
61	165	82	293237	0
71	197	71	1113151	1
15	185	68	640789	0
49	161	69	1126564	1
68	166	55	610616	0
22	166	55	375566	0
46	164	54	1175076	1
24	165	67	547278	0
45	169	75	442030	0
66	197	53	1400105	1
63	183	68	1161821	1
67	161	83	156492	0
48	195	50	988930	1
70	183	62	1269836	1
55	182	80	673453	0
48	197	64	1058544	1
15	167	54	1159731	0
67	165	68	898487	0
60	171	87	357071	0
18	167	79	970053	0
72	195	66	1153152	1
28	170	74	435649	1
20	198	70	1456802	1
74	199	70	235505	0
76	172	87	1122702	0
41	170	55	107740	0
62	199	74	1381026	1
23	189	70	1326774	1
67	173	81	986878	0
45	194	78	1146894	1
42	191	63	1345015	1
28	169	55	1460584	1
68	163	51	850670	0
31	181	79	816118	1
65	194	89	109804	0
26	197	51	627789	1
64	184	66	1007974	1
71	175	74	607293	0
54	194	63	552178	0
72	189	90	1134556	1
40	173	85	929416	1
58	175	52	1189567	0
45	175	89	592979	0
30	198	77	605102	1
61	183	88	178870	0
33	176	89	459943	0
30	189	84	1257733	1
55	195	51	347781	0
31	182	70	1260367	1
66	161	84	1033791	0
21	192	69	166134	1
75	177	67	271857	0
